r_as,core_contrast
4.349999999999999700e-02,1.981199897058307384e-11
6.099999999999999867e-02,1.965089014223495163e-11
7.850000000000000033e-02,2.030372940072874735e-11
9.550000000000000155e-02,2.055181986067811480e-11
1.130000000000000032e-01,1.910475704466426680e-11
1.305000000000000049e-01,2.044670771153492430e-11
