r_as,core_contrast
1.849999999999999908e-02,7.302867429808341796e-10
3.749999999999999861e-02,3.041982923277001785e-10
5.650000000000000161e-02,3.801103687805481494e-10
7.549999999999999767e-02,2.916156088383602377e-10
9.450000000000000067e-02,7.095940669218592760e-10
1.135000000000000037e-01,9.999999999999999395e-12
1.325000000000000067e-01,9.999999999999999395e-12
