r_as,core_contrast
1.849999999999999908e-02,3.622754138417100110e-10
3.749999999999999861e-02,2.547925179807165839e-10
5.650000000000000161e-02,3.576150918053699714e-10
7.549999999999999767e-02,5.399961506786661337e-10
9.450000000000000067e-02,4.486464572033102540e-10
1.135000000000000037e-01,9.999999999999999395e-12
1.325000000000000067e-01,9.999999999999999395e-12
