r_as,core_contrast
4.349999999999999700e-02,1.008221597970232162e-10
6.099999999999999867e-02,1.000385906860764841e-10
7.850000000000000033e-02,1.000997903732323616e-10
9.550000000000000155e-02,1.008513960488613365e-10
1.130000000000000032e-01,1.009001152546305075e-10
1.305000000000000049e-01,9.927760492555325276e-11
