r_as,core_contrast
1.849999999999999908e-02,7.048587117748961499e-10
3.749999999999999861e-02,6.157315887154219607e-10
5.650000000000000161e-02,5.829462615881652953e-10
7.549999999999999767e-02,4.896408711177730132e-10
9.450000000000000067e-02,4.998317993274575714e-10
1.135000000000000037e-01,9.999999999999999395e-12
1.325000000000000067e-01,9.999999999999999395e-12
