r_as,core_contrast
4.349999999999999700e-02,1.003391167193462262e-10
6.099999999999999867e-02,9.968973666895551114e-11
7.850000000000000033e-02,9.989786238016514512e-11
9.550000000000000155e-02,1.005949303888123188e-10
1.130000000000000032e-01,1.006273253857105903e-10
1.305000000000000049e-01,9.986896943738518344e-11
