r_as,core_contrast
1.849999999999999908e-02,2.542032542955827454e-10
3.749999999999999861e-02,6.193940339634278719e-10
5.650000000000000161e-02,7.414941417728981993e-10
7.549999999999999767e-02,5.157087545582994152e-10
9.450000000000000067e-02,3.493925242682377199e-10
1.135000000000000037e-01,1.000000000000000036e-10
1.325000000000000067e-01,1.000000000000000036e-10
