r_as,core_contrast
4.349999999999999700e-02,1.000000000000000062e-09
6.099999999999999867e-02,2.000000000000000073e-10
7.850000000000000033e-02,1.123235873456525561e-10
9.550000000000000155e-02,1.744853040389435469e-10
1.130000000000000032e-01,1.332255055135197712e-10
1.305000000000000049e-01,1.000000000000000036e-10
