r_as,core_contrast
4.349999999999999700e-02,1.007532951667833509e-10
6.099999999999999867e-02,9.919418144608132610e-11
7.850000000000000033e-02,9.983840901865000861e-11
9.550000000000000155e-02,1.004108516703382881e-10
1.130000000000000032e-01,9.910350040879427748e-11
1.305000000000000049e-01,9.900932624322509312e-11
