r_as,core_contrast
4.349999999999999700e-02,9.980264354940993887e-11
6.099999999999999867e-02,9.955022100881739601e-11
7.850000000000000033e-02,9.916228471537067065e-11
9.550000000000000155e-02,9.927171130687460682e-11
1.130000000000000032e-01,1.001171839226132361e-10
1.305000000000000049e-01,1.008387788974591600e-10
