r_as,core_contrast
4.349999999999999700e-02,1.000195353120611276e-10
6.099999999999999867e-02,1.006740363882226058e-10
7.850000000000000033e-02,9.900061552631521689e-11
9.550000000000000155e-02,9.983587581937545710e-11
1.130000000000000032e-01,9.940449473047289487e-11
1.305000000000000049e-01,9.965144870836588409e-11
