r_as,core_contrast
4.349999999999999700e-02,2.009712938427479143e-10
6.099999999999999867e-02,1.992557989888657905e-10
7.850000000000000033e-02,2.001380929115610518e-10
9.550000000000000155e-02,2.009845120526556623e-10
1.130000000000000032e-01,2.006249415089031005e-10
1.305000000000000049e-01,2.007176310431566640e-10
