r_as,core_thruput
4.349999999999999700e-02,1.501483807664007186e-01
6.099999999999999867e-02,1.496220001239709496e-01
7.850000000000000033e-02,1.492638199244723518e-01
9.550000000000000155e-02,1.498534475794741083e-01
1.130000000000000032e-01,1.495338744159791788e-01
1.305000000000000049e-01,1.497351302904234571e-01
