r_as,core_thruput
4.349999999999999700e-02,1.495362666866583423e-01
6.099999999999999867e-02,1.497282213416970820e-01
7.850000000000000033e-02,1.493523846165233371e-01
9.550000000000000155e-02,1.505657654825960645e-01
1.130000000000000032e-01,1.501595720769778597e-01
1.305000000000000049e-01,1.493740780535957047e-01
