r_as,core_thruput
4.349999999999999700e-02,1.497037730983475368e-01
6.099999999999999867e-02,1.500156953008798533e-01
7.850000000000000033e-02,1.501602080124662675e-01
9.550000000000000155e-02,1.494749295835973435e-01
1.130000000000000032e-01,1.498294306756664251e-01
1.305000000000000049e-01,1.497726671825677092e-01
