r_as,core_contrast
4.349999999999999700e-02,1.986257411903037829e-11
6.099999999999999867e-02,1.997642097099250176e-11
7.850000000000000033e-02,2.047054950060675835e-11
9.550000000000000155e-02,2.019351367446642989e-11
1.130000000000000032e-01,2.059119868074890666e-11
1.305000000000000049e-01,2.083388456422295288e-11
