r_as,core_contrast
4.349999999999999700e-02,2.026965389154416436e-11
6.099999999999999867e-02,1.977290744743274132e-11
7.850000000000000033e-02,1.992073030900156264e-11
9.550000000000000155e-02,1.939101126139989069e-11
1.130000000000000032e-01,1.928539839008793196e-11
1.305000000000000049e-01,1.925170292489767974e-11
