r_as,core_contrast
4.349999999999999700e-02,1.992825255948926764e-11
6.099999999999999867e-02,2.076410419344402693e-11
7.850000000000000033e-02,1.914900906698759949e-11
9.550000000000000155e-02,1.969803141646563576e-11
1.130000000000000032e-01,1.918694156318820329e-11
1.305000000000000049e-01,2.090002019576349327e-11
