r_as,core_thruput
4.349999999999999700e-02,1.000000000000000021e-02
6.099999999999999867e-02,8.000000000000000167e-02
7.850000000000000033e-02,2.242341128591563704e-01
9.550000000000000155e-02,1.793570500218117925e-01
1.130000000000000032e-01,1.601978198760107275e-01
1.305000000000000049e-01,8.000000000000000167e-02
